Brand,Model,Fuel Type,Fuel Consumption,Engine volume (L),Power (PS),Torque (N*m),0-100 km/h (s),Max speed (km/h),Length (mm),Width (mm),Height (mm),Weight (kg)
Audi,4.0 TDI V8 32V (275 Hp) quattro Tiptronic,Diesel,13.4,3.936,275,650,6.8,250,5181,1894,1455,1990
Audi,4.2 FSI V8 (350 Hp) quattro Tiptronic,Petrol (Gasoline),15.7,4.163,350,440,6.3,250,5192,1894,1455,1850
Audi,4.2i V8 (335 Hp) quattro Tiptronic,Petrol (Gasoline),17.5,4.172,335,430,6.4,250,5181,1894,1455,1835
Audi,4.2 BiTDI V8 (326 Hp) quattro DPF Tiptronic,Diesel,13.4,4.134,326,650,6.1,250,5192,1894,1455,1995
Audi,6.0 i W12 (450 Hp) quattro Tiptronic,Petrol (Gasoline),20.5,5.998,450,580,5.1,250,5062,1894,1444,1960
Audi,6.0 W12 (450 Hp) quattro Tiptronic,Petrol (Gasoline),20.1,5.998,450,580,5.2,250,5192,1894,1455,1995
Audi,2.5 TDI V6 (150 Hp),Diesel,10.3,2.496,150,310,9.9,220,5034,1880,1440,1595
Audi,2.8 V6 12V (174 Hp),Petrol (Gasoline),12.8,2.771,174,250,9.1,228,5034,1880,1440,1460
Audi,3.0 TDI V6 (233 Hp) quattro DPF Tiptronic,Diesel,12.2,2.967,233,450,7.8,243,5062,1894,1444,1830
Audi,2.8 V6 12V (174 Hp) quattro,Petrol (Gasoline),13.9,2.771,174,250,9.1,228,5034,1880,1440,1520
Audi,3.0 TDI V6 (233 Hp) quattro DPF Tiptronic,Diesel,12.1,2.967,233,450,7.8,243,5062,1894,1444,1830
Audi,3.2 FSI V6 (260 Hp) quattro Tiptronic,Petrol (Gasoline),16.0,3.123,260,330,7.7,250,5062,1894,1444,1785
Audi,6.0 W12 (450 Hp) quattro Tiptronic,Petrol (Gasoline),20.5,5.998,450,580,5.1,250,5181,1894,1455,1995
Audi,3.0 TDI V6 (233 Hp) quattro Tiptronic,Diesel,12.9,2.967,233,450,9.1,220,5086,1983,1737,2295
Audi,3.0 TDI V6 (240 Hp) quattro Tiptronic,Diesel,11.3,2.967,240,550,8.5,216,5089,1983,1737,2325
Audi,3.6 FSI V6 (280 Hp) quattro Tiptronic,Petrol (Gasoline),17.8,3.597,280,360,8.5,225,5086,1983,1737,2205
Audi,3.6 FSI V6 (280 Hp) quattro,Petrol (Gasoline),18.1,3.597,280,360,8.3,225,5086,1983,1737,2195
Audi,4.2 FSI V8 (350 Hp) quattro Tiptronic,Petrol (Gasoline),18.1,4.163,350,440,7.4,244,5086,1983,1737,2240
Audi,4.2 FSI V8 (350 Hp) quattro Tiptronic,Petrol (Gasoline),17.5,4.163,350,440,7.4,248,5089,1983,1737,2270
Audi,4.2 TDI V8 (326 Hp) quattro DPF Tiptronic,Diesel,14.9,4.134,326,760,6.4,236,5086,1983,1737,2420
Audi,4.2 TDI V8 (340 Hp) quattro Tiptronic,Diesel,12.8,4.134,340,760,6.4,240,5089,1983,1737,2450
Audi,6.0 V12 TDI (500 Hp) quattro DPF Tiptronic,Diesel,14.8,5.934,500,1000,5.5,250,5089,1983,1737,2680
Audi,6.0 V12 TDI (500 Hp) quattro DPF Tiptronic,Diesel,14.8,5.934,500,1000,5.5,250,5086,1983,1737,2635
Audi,2.2i Turbo 20V (230 Hp) quattro,Petrol (Gasoline),14.0,2.226,230,350,6.1,242,4509,1695,1404.5,1560
Audi,2.2i Turbo 20V (220 Hp) quattro,Petrol (Gasoline),14.3,2.226,220,309,6.1,248,4401,1716,1375,1420
Audi,2.2i Turbo 20V (230 Hp) quattro,Petrol (Gasoline),14.0,2.226,230,350,5.9,248,4401,1716,1375,1525
Audi,2.0 TFSI (272 Hp) quattro,Petrol (Gasoline),10.8,1.984,272,350,5.4,250,4198,1842,1345,1395
Audi,2.0 TFSI (272 Hp) quattro S Tronic,Petrol (Gasoline),10.6,1.984,272,350,5.2,250,4198,1842,1352,1415
Audi,1.8 T (150 Hp),Petrol (Gasoline),11.2,1.781,150,210,8.9,214,4041,1764,1349,1340
Audi,1.8 T (163 Hp),Petrol (Gasoline),11.2,1.781,163,225,8.2,218,4041,1764,1349,1335
Audi,1.8 T (180 Hp),Petrol (Gasoline),11.4,1.781,180,235,7.9,222,4041,1764,1349,1310
Audi,1.8 T (190 Hp),Petrol (Gasoline),11.2,1.781,190,240,7.6,228,4041,1764,1349,1340
Audi,1.8 T (180 Hp),Petrol (Gasoline),11.2,1.781,180,235,8.1,222,4041,1764,1349,1340
Audi,1.8 T (190 Hp) quattro,Petrol (Gasoline),13.1,1.781,190,240,7.7,226,4041,1764,1348,1465
Audi,1.8 T (225 Hp) quattro,Petrol (Gasoline),13.3,1.781,225,280,6.9,237,4041,1764,1348,1515
Audi,3.2i V6 24V (250 Hp) quattro,Petrol (Gasoline),15.0,3.189,250,320,6.7,250,4041,1764,1348,1560
Audi,1.8 TFSI (160 Hp),Petrol (Gasoline),9.0,1.798,160,250,7.2,226,4178,1842,1352,1240
Audi,2.0 TDI (170 Hp) quattro,Diesel,7.0,1.968,170,350,7.5,226,4178,1842,1352,1370
Audi,2.0 TFSI (200 Hp),Petrol (Gasoline),10.7,1.984,200,280,6.6,240,4178,1842,1352,1260
Audi,2.0 TFSI (200 Hp) quattro S tronic,Petrol (Gasoline),10.6,1.984,200,280,6.2,238,4178,1842,1352,1360
Audi,2.0 TFSI (200 Hp) S tronic,Petrol (Gasoline),10.6,1.984,200,280,6.4,240,4178,1842,1352,1280
Audi,3.2i V6 24V (250 Hp) quattro,Petrol (Gasoline),14.7,3.189,250,320,5.9,250,4178,1842,1352,1410
Audi,3.2i V6 24V (250 Hp) quattro S tronic,Petrol (Gasoline),12.9,3.189,250,320,5.7,250,4178,1842,1352,1430
Audi,2.0 TFSI (211 Hp),Petrol (Gasoline),8.9,1.984,211,350,6.1,245,4198,1842,1353,1280
Audi,2.0 TFSI (211 Hp) quattro S tronic,Petrol (Gasoline),9.9,1.984,211,350,5.7,243,4198,1842,1353,1380
Audi,2.0 TDI (170 Hp) quattro,Diesel,7.0,1.968,170,350,7.5,226,4198,1842,1353,1405
Audi,3.2i V6 24V (250 Hp) quattro,Petrol (Gasoline),14.8,3.189,250,320,6.1,250,4178,1842,1358,1470
Audi,1.8 T (150 Hp),Petrol (Gasoline),11.1,1.781,150,210,8.6,220,4041,1764,1346,1280
Audi,1.8 T (180 Hp) quattro,Petrol (Gasoline),13.0,1.781,180,235,7.9,226,4041,1764,1345,1410
Audi,1.8 T (180 Hp) quattro,Petrol (Gasoline),12.8,1.781,180,235,7.5,226,4041,1764,1345,1340
Audi,1.8 T (225 Hp) quattro,Petrol (Gasoline),12.3,1.781,225,280,6.4,243,4041,1764,1345,1395
Audi,1.8 T sport (240 Hp) quattro,Petrol (Gasoline),13.2,1.781,240,320,5.9,250,4041,1764,1343,1390
Audi,3.2i V6 24V (250 Hp) quattro,Petrol (Gasoline),14.9,3.189,250,320,6.5,250,4041,1764,1346,1490
Audi,1.2 TDI (61 Hp) Automatic,Diesel,3.6,1.191,61,140,14.9,168,3826,1673,1553,930
Audi,1.4i 16V (75 Hp),Petrol (Gasoline),8.1,1.39,75,126,12.3,173,3826,1673,1553,995
Audi,1.4 TDI (75 Hp),Diesel,5.6,1.422,75,195,12.6,173,3826,1673,1553,1095
Audi,1.4 TDI (90 Hp),Diesel,5.6,1.422,90,230,10.9,188,3826,1673,1553,1105
Audi,1.6 FSI (110 Hp),Petrol (Gasoline),8.1,1.598,110,155,9.8,202,3826,1673,1553,1070
Audi,2.5 TDI V6 (163 Hp) quattro,Diesel,12.0,2.496,163,310,10.4,203,4810,1852,1551,1815
Audi,2.5 TDI V6 (180 Hp) quattro,Diesel,12.3,2.496,180,370,9.5,207,4810,1852,1551,1790
Audi,2.7 T V6 (250 Hp) quattro,Petrol (Gasoline),18.0,2.671,250,350,7.4,236,4810,1852,1551,1795
Audi,3.2 FSI V6 (256 Hp) quattro,Petrol (Gasoline),15.6,3.123,256,330,7.2,242,4934,1862,1519,1760
Audi,2.1 Turbo (200 Hp),Petrol (Gasoline),15.4,2.144,200,285,7.3,221,4404,1723,1344,1290
Audi,2.2 20V CAT (220 Hp),Petrol (Gasoline),14.5,2.226,220,309,6.5,233,4404,1723,1344,1380
Audi,2.2 Turbo (200 Hp),Petrol (Gasoline),15.4,2.144,200,285,6.9,229,4349,1723,1345,1300
Audi,2.0 TFSI (265 Hp) quattro,Petrol (Gasoline),12.4,1.984,265,350,5.7,250,4214,1765,1399,1455
Audi,2.0 TFSI (265 Hp) quattro,Petrol (Gasoline),11.8,1.984,265,350,5.8,250,4302,1765,1402,1495
Audi,1.8 T (210 Hp) quattro,Petrol (Gasoline),12.2,1.781,210,270,6.8,238,4159,1763,1415,1375
Audi,3.6 V8 (250 Hp) quattro,Petrol (Gasoline),17.5,3.562,250,340,7.6,244,4874,1814,1420,1710
Doninvest,2.0i 16V (133 Hp),Petrol (Gasoline),12.8,1.998,133,185,10.2,206,4671,1779,1437,1325
Doninvest,1.6i (106 Hp),Petrol (Gasoline),10.2,1.598,106,137,9.0,195,4467,1700,1425,1164
Doninvest,2.0i 16V (133 Hp),Petrol (Gasoline),10.5,1.998,133,185,9.0,185,4514,1700,1433,1222
Lancia,1.6 16V (103 Hp),Petrol (Gasoline),11.2,1.581,103,144,11.3,185,4466,1743,1462,1250
Lancia,1.8 16V (131 Hp),Petrol (Gasoline),11.8,1.747,131,164,10.3,201,4466,1743,1462,1300
Lancia,1.9 JTD (105 Hp),Diesel,8.1,1.91,105,255,11.3,185,4466,1743,1462,1310
Lancia,1.9 JTD (115 Hp),Diesel,8.4,1.91,115,275,10.8,190,4466,1743,1462,1290
Lancia,2.0 20V (150 Hp),Petrol (Gasoline),13.8,1.998,150,181,9.6,210,4466,1743,1462,1350
Lancia,2.4 JTD (135 Hp),Diesel,9.2,2.387,135,304,9.9,200,4466,1743,1462,1370
Lancia,2.4 JTD (150 Hp),Diesel,9.0,2.387,150,304,9.5,205,4466,1743,1462,1460
Lancia,1.8 16V (131 Hp),Petrol (Gasoline),12.4,1.747,131,164,10.7,201,4466,1743,1470,1340
Lancia,1.9 JTD (105 Hp),Diesel,8.2,1.91,105,255,11.9,185,4466,1743,1470,1350
Lancia,1.9 JTD (115 Hp),Diesel,8.4,1.91,115,275,11.3,190,4466,1743,1462,1330
Lancia,2.0 20V (154 Hp),Petrol (Gasoline),14.2,1.998,154,186,9.9,210,4466,1743,1470,1390
Lancia,2.4 JTD (135 Hp),Diesel,9.2,2.387,135,304,10.3,200,4466,1743,1470,1410
Lancia,2.4 JTD (150 Hp),Diesel,9.2,2.387,150,304,9.7,205,4466,1743,1470,1460
Lancia,2.0 16V (136 Hp),Petrol (Gasoline),12.3,1.997,136,190,11.2,185,4750,1863,1760,1575
Lancia,2.0 JTD (107 Hp),Diesel,9.2,1.997,107,270,13.4,174,4750,1863,1760,1736
Lancia,2.2 JTD (128 Hp),Diesel,10.1,2.179,128,314,12.6,182,4750,1863,1760,1710
Lancia,3.0 i V6 24V (204 Hp),Petrol (Gasoline),15.8,2.959,204,270,10.2,205,4750,1863,1760,1760
Lancia,2.0 20V Turbo (185 Hp),Petrol (Gasoline),15.2,1.998,185,308,8.9,224,4890,1830,1470,1695
Lancia,2.4 20V (170 Hp),Petrol (Gasoline),15.2,2.446,170,226,9.5,217,4890,1830,1470,1680
Lancia,2.4 JTD (150 Hp),Diesel,11.3,2.387,150,304,10.1,206,4890,1830,1470,1715
Lancia,2.4 JTD (175 Hp),Diesel,9.8,2.387,175,380,9.8,225,4890,1830,1470,1790
Lancia,3.0 V6 (215 Hp),Petrol (Gasoline),20.6,2.959,215,263,9.2,234,4890,1830,1470,1750
Lancia,3.2 i V6 24V (230 Hp),Petrol (Gasoline),22.7,3.179,230,289,8.8,240,4890,1830,1470,1850
Lancia,2000 VX (135 Hp),Petrol (Gasoline),12.6,1.995,135,206,9.0,200,3995,1650,1285,1095
Lancia,2500 (140 Hp),Petrol (Gasoline),8.0,2.484,140,208,9.7,195,4485,1730,1330,1270
Lancia,1.5 (85 Hp),Petrol (Gasoline),9.3,1.498,85,126,12.0,165,4180,1620,1385,940
Lancia,1.6 (105 Hp),Petrol (Gasoline),10.2,1.585,105,135,10.2,178,4180,1620,1385,975
Lancia,1.2 i (60 Hp),Petrol (Gasoline),7.7,1.242,60,102,16.8,153,3778,1704,1530,945
Lancia,1.2 i 16V (80 Hp),Petrol (Gasoline),7.7,1.242,80,114,13.2,165,3778,1705,1530,975
Lancia,1.3 16V CDRi Multijet (70 Hp),Diesel,5.7,1.251,70,180,15.1,165,3778,1705,1530,1045
Lancia,1.4 i 16V (95 Hp),Petrol (Gasoline),8.4,1.368,95,128,10.9,175,3778,1704,1530,980
Lancia,1.1 (54 Hp),Petrol (Gasoline),8.8,1.108,54,86,15.0,150,3725,1690,1440,850
Lancia,1.2 (60 Hp),Petrol (Gasoline),8.3,1.242,60,102,13.3,160,3723,1690,1435,935
Lancia,1.2 16V (86 Hp),Petrol (Gasoline),9.2,1.242,86,113,10.9,177,3725,1690,1435,910
Lancia,1.2 i 16V (80 Hp),Petrol (Gasoline),8.3,1.242,80,114,11.2,174,3725,1690,1435,910
Lancia,1.1 Fire (50 Hp),Petrol (Gasoline),7.3,1.108,50,84,15.8,150,3392,1507,1440,780
Lancia,1.1i (51 Hp),Petrol (Gasoline),7.3,1.108,51,85,15.8,150,3425,1510,1430,800
Lancia,1.1 i 4x4 (51 Hp),Petrol (Gasoline),7.0,1.108,51,85,18.9,142,3425,1510,1460,890
Lancia,1.3 i (74 Hp),Petrol (Gasoline),7.9,1.301,74,102,12.5,170,3425,1510,1430,855
Lancia,1.6 LE (90 Hp),Petrol (Gasoline),9.3,1.581,90,127,12.1,180,4340,1700,1417,1060
Lancia,2.0 HF Integrale 4WD (169 Hp),Petrol (Gasoline),13.0,1.995,169,264,8.0,215,4340,1700,1417,1345
Lancia,2.0 i.e. Turbo (162 Hp),Petrol (Gasoline),11.9,1.995,162,274,8.3,215,4343,1700,1430,1245
Lancia,1.2 Multijet (70 Hp) Automatic,Diesel,6.0,1.248,70,180,15.4,159,3985,1698,1688,1200
Lancia,1.4 (95 Hp),Petrol (Gasoline),8.7,1.368,95,128,11.5,175,3985,1698,1688,1160
Lancia,1.9 Multijet (100 Hp),Diesel,7.0,1.91,100,260,11.5,179,3985,1698,1688,1275
Lancia,2000 16V (152 Hp),Petrol (Gasoline),10.4,1.995,152,184,9.5,205,4590,1750,1435,1250
Lancia,2000 16V Turbo (181 Hp),Petrol (Gasoline),11.1,1.995,181,299,8.0,222,4590,1750,1435,1285
Lancia,2000 i.e. (120 Hp),Petrol (Gasoline),9.8,1.995,120,165,10.5,195,4590,1750,1435,1230
Lancia,2500 Turbo DS (118 Hp),Diesel,8.6,2.5,118,250,11.0,195,4590,1750,1435,1350
Lancia,2850 V6 i.e. (147 Hp),Petrol (Gasoline),14.0,2.849,147,225,8.4,205,4590,1750,1435,1280
Lancia,2850 V6 i.e. (150 Hp),Petrol (Gasoline),14.0,2.849,150,230,8.4,205,4590,1750,1435,1280
Lancia,8.32 (215 Hp),Petrol (Gasoline),17.5,2.927,215,284,7.2,234,4590,1750,1435,1400
Lancia,2.0 16V (132 Hp),Petrol (Gasoline),13.5,1.997,132,190,13.4,186,4470,1834,1714,1560
Lancia,2.0 JTD (136 Hp),Diesel,12.7,1.997,136,250,14.8,175,4470,1834,1714,1615
Lancia,2.0 Turbo (220) (147 Hp),Petrol (Gasoline),14.8,1.998,147,235,10.1,195,4454,1834,1714,1645
Lancia,2.1 TD (109 Hp),Diesel,10.8,2.088,109,250,12.7,175,4454,1834,1714,1690
Lancia,1.4 T-Jet 16V (120 Hp),Petrol (Gasoline),8.7,1.37,120,206,9.8,195,4510,1797,1497,1395
Lancia,1.4 T-Jet 16V (150 Hp),Petrol (Gasoline),8.7,1.368,150,206,8.7,210,4510,1797,1497,1395
Lancia,1.6 Multijet 16V (120 Hp) DFN DPF,Diesel,5.7,1.598,120,300,10.7,194,4510,1797,1497,1485
Lancia,1.6 Multijet 16V (120 Hp) DPF,Diesel,6.1,1.598,120,300,10.7,195,4510,1797,1497,1485
Lancia,1.6 (103 Hp),Petrol (Gasoline),11.4,1.581,103,144,11.0,190,4011,1759,1430,1205
Lancia,1.8 i.e. 16V GT (131 Hp),Petrol (Gasoline),12.1,1.747,131,164,9.4,200,4011,1759,1430,1285
Lancia,1.9 TD (90 Hp),Diesel,8.7,1.929,90,186,12.0,180,4011,1759,1430,1337
Lancia,1300 1.3 (75 Hp),Petrol (Gasoline),10.2,1.301,75,105,15.0,155,3885,1620,1380,970
Lancia,1500 1.5 (85 Hp),Petrol (Gasoline),10.7,1.498,85,123,12.5,160,3885,1620,1380,975
Lancia,GT 1600 1.6 (105 Hp),Petrol (Gasoline),10.2,1.585,105,135,10.2,180,3895,1620,1380,975
Lancia,1.6 GT i.e. (108 Hp),Petrol (Gasoline),9.8,1.585,108,135,10.0,185,3895,1620,1380,1003
Lancia,1.6 GT i.e. (90 Hp),Petrol (Gasoline),10.1,1.585,90,123,11.3,175,3895,1620,1380,995
Lancia,HF Turbo 1.6 (140 Hp),Petrol (Gasoline),10.0,1.585,140,191,8.7,203,3895,1620,1380,1020
Lancia,HF Turbo 1.6 (130 Hp),Petrol (Gasoline),10.8,1.585,130,191,8.9,195,3895,1620,1380,1000
Lancia,HF Turbo 1.6 (132 Hp),Petrol (Gasoline),10.0,1.585,132,196,8.9,198,3895,1620,1355,1050
Lancia,1.9 Turbo DS (80 Hp),Diesel,6.5,1.929,80,172,12.9,172,3895,1620,1380,1060
Lancia,HF 4WD 2.0 (165 Hp),Petrol (Gasoline),10.8,1.995,165,255,7.8,208,3895,1620,1380,1190
Lancia,HF Integrale 2.0 16V (200 Hp) 4WD,Petrol (Gasoline),11.2,1.995,200,298,5.7,220,3900,1700,1365,1250
Lancia,HF Integrale Evo 2.0 16V (215 Hp) 4WD,Petrol (Gasoline),13.0,1.995,215,308,5.7,220,3898,1767,1365,1340
Lancia,HF Integrale 2.0 8V (177 Hp) 4WD,Petrol (Gasoline),11.1,1.995,177,290,6.9,212,3900,1700,1380,1300
Lancia,HF Integrale 2.0 8V (185 Hp) 4WD,Petrol (Gasoline),10.8,1.995,185,298,6.6,215,3900,1700,1380,1215
Lancia,2.0 20V (155 Hp),Petrol (Gasoline),14.8,1.998,155,186,9.2,212,4687,1826,1462,1440
Lancia,2.0 20V Turbo (220 Hp),Petrol (Gasoline),14.5,1.998,220,309,7.3,243,4687,1826,1462,1480
Lancia,2.4 20V (175 Hp),Petrol (Gasoline),15.3,2.446,175,230,8.7,218,4687,1826,1462,1450
Lancia,2.4 JTD (136 Hp),Diesel,10.2,2.387,136,304,10.0,202,4687,1826,1462,1510
Lancia,3.0 24V (204 Hp),Petrol (Gasoline),17.5,2.959,204,270,8.0,225,4687,1826,1462,1520
Lancia,2.0 16V Turbo (205 Hp),Petrol (Gasoline),14.4,1.995,205,298,7.3,235,4665,1825,1430,1455
Lancia,2.4 20V (175 Hp),Petrol (Gasoline),15.0,2.446,175,230,8.7,218,4567,1830,1432,1425
Lancia,3.0 24V (204 Hp),Petrol (Gasoline),17.5,2.959,204,270,9.0,220,4567,1830,1432,1515
Lancia,2.0 20V (155 Hp),Petrol (Gasoline),15.0,1.998,155,186,10.0,205,4687,1826,1464,1510
Lancia,2.0 20V Turbo (220 Hp),Petrol (Gasoline),15.0,1.998,220,309,7.7,235,4687,1826,1464,1550
Lancia,2.4 20V (175 Hp),Petrol (Gasoline),15.3,2.446,175,230,8.9,212,4687,1826,1464,1520
Lancia,2.4 JTD (136 Hp),Diesel,10.3,2.387,136,304,10.8,200,4687,1826,1464,1580
Perodua,1.0i 12V (56 Hp),Petrol (Gasoline),5.3,0.989,56,88,14.8,140,3480,1490,1425,775
Perodua,1.0i 12V (56 Hp),Petrol (Gasoline),5.6,0.989,56,88,15.0,140,3460,1475,1665,845
Perodua,0.7 (31 Hp),Petrol (Gasoline),5.6,0.659,31,49,16.0,132,3395,1395,1410,650
Perodua,0.9 (58 Hp),Petrol (Gasoline),5.6,0.847,58,63,16.0,135,3395,1395,1410,650
Trabant,1.1 (41 Hp),Petrol (Gasoline),8.2,1.043,41,74,26.0,125,3521,1528,1420,680
Land Rover,2.5 TD5 (122 Hp),Diesel,12.6,2.495,122,300,18.8,130,4599,1790,2059,2055
Land Rover,2.5 TD5 (122 Hp),Diesel,11.9,2.495,122,300,17.5,130,3880,1790,2059,1870
Land Rover,2.2 TD4 (160 Hp),Diesel,9.2,2.179,160,400,11.7,181,4500,1910,1740,1770
Land Rover,3.2 i V6 24V (233 Hp),Petrol (Gasoline),15.8,3.192,233,317,8.9,200,4500,1910,1740,1770
Land Rover,1.8 i 16V (117 Hp),Petrol (Gasoline),12.9,1.796,117,160,11.8,160,4368,1809,1708,1510
Land Rover,1.8 i 16V (120 Hp),Petrol (Gasoline),13.0,1.796,120,165,11.9,165,4382,1805,1760,1380
Land Rover,2.0 DI (98 Hp),Diesel,9.6,1.994,98,210,15.2,155,4380,1805,1760,1405
Land Rover,2.0 TD4 (112 Hp),Diesel,9.1,1.95,112,260,14.4,159,4368,1809,1708,1645
Land Rover,2.5 V6 24V (177 Hp),Petrol (Gasoline),17.2,2.497,177,240,11.1,182,4445,1809,1708,1620
Land Rover,1.8 i 16V (117 Hp),Petrol (Gasoline),12.9,1.796,117,160,11.8,160,4368,1809,1708,1480
Land Rover,1.8 i 16V (120 Hp),Petrol (Gasoline),13.0,1.796,120,165,11.9,165,4380,1805,1760,1380
Land Rover,2.0 DI (98 Hp),Diesel,9.6,1.994,98,210,15.2,155,4380,1805,1760,1480
Land Rover,2.0 TD4 (112 Hp),Diesel,9.1,1.951,112,260,14.4,159,4368,1809,1708,1615
Land Rover,2.5 V6 24V (177 Hp),Petrol (Gasoline),17.2,2.497,177,240,11.1,182,4433,1809,1708,1600
Land Rover,1.8 i 16V (117 Hp),Petrol (Gasoline),12.9,1.796,117,160,12.6,165,4368,1809,1708,1430
Land Rover,2.0 TD (112 Hp),Diesel,9.1,1.95,112,260,14.4,159,4368,1809,1708,1565
Land Rover,2.5 i V6 24V (177 Hp),Petrol (Gasoline),17.2,2.497,177,240,11.1,182,4433,1809,1709,1550
Land Rover,2.9 TD 24V (177 Hp),Diesel,14.4,2.926,177,390,13.6,179,4950,1955,1860,2500
Land Rover,4.4 i V8 32V (299 Hp),Petrol (Gasoline),21.2,4.394,299,425,9.2,208,4950,1955,1860,2485
Land Rover,4.4 i V8 32V (306 Hp),Petrol (Gasoline),21.2,4.394,306,440,8.3,200,4950,1955,1863,2592
Land Rover,4.4 V8 (286 Hp),Petrol (Gasoline),22.2,4.398,286,440,9.2,208,4950,1955,1860,2510
Land Rover,2.5 D (136 Hp),Diesel,12.8,2.497,136,270,14.3,185,4713,1853,1817,2115
Land Rover,4.0 (185 Hp) 4x4,Petrol (Gasoline),22.5,3.947,185,340,10.5,190,4713,1853,1853,2120
Land Rover,4.6 (218 Hp),Petrol (Gasoline),23.9,4.552,218,400,9.9,200,4713,1853,1817,2120
Land Rover,4.6 V8 HSE (224 Hp),Petrol (Gasoline),22.9,4.553,224,380,9.9,196,4713,1853,1817,2220
Land Rover,3.9 V8 (188 Hp),Petrol (Gasoline),18.2,3.947,188,319,10.7,179,4449,1818,1790,1980
Land Rover,4.3 Vogue LSE (202 Hp),Petrol (Gasoline),21.6,4.273,202,149,10.5,180,4449,1818,1790,2075
Land Rover,2.7 TDI (190 Hp),Diesel,11.5,2.72,190,440,11.5,180,4835,2009,1887,2494
Land Rover,4.4 i V8 32V (295 Hp),Petrol (Gasoline),20.9,4.394,295,425,8.6,195,4835,2009,1887,2536
Land Rover,2.5 TDi (136 Hp),Diesel,11.5,2.496,136,300,15.3,157,4710,1860,1890,2020
Land Rover,4.0i V8 (185 Hp),Petrol (Gasoline),23.3,3.947,185,340,11.7,190,4710,1860,1890,2020
Land Rover,2.5 TDi (3 dr) (113 Hp),Diesel,11.3,2.496,113,265,18.5,148,4520,1795,1915,1925
Land Rover,2.5 TDi (5 dr) (113 Hp),Diesel,11.3,2.496,113,265,18.5,148,4520,1795,1960,1925
Land Rover,3.5 i V8 (3 dr) (155 Hp),Petrol (Gasoline),19.1,3.532,155,261,12.8,171,4520,1795,1915,1925
Land Rover,3.5 i V8 (3 dr) (166 Hp),Petrol (Gasoline),18.6,3.532,166,287,12.8,163,4520,1795,1915,1925
Land Rover,3.5 i V8 (5 dr) (155 Hp),Petrol (Gasoline),19.1,3.532,155,261,12.8,171,4520,1795,1960,1925
Land Rover,3.5 i V8 (5 dr) (166 Hp),Petrol (Gasoline),18.6,3.532,166,287,12.8,163,4520,1795,1960,1925
Peugeot,1.4 HDi (70 Hp),Diesel,5.3,1.398,70,160,16.7,160,3731,1826,1620,1168
Peugeot,1.4i (75 Hp),Petrol (Gasoline),8.5,1.361,75,111,15.6,165,3731,1826,1620,1140
Peugeot,1.6 i 16V (110 Hp),Petrol (Gasoline),8.6,1.587,110,110,12.6,190,3731,1826,1620,1216
Peugeot,1.1i (60 Hp),Petrol (Gasoline),8.2,1.124,60,91,15.2,158,3835,1652,1426,910
Peugeot,1.4 HDi (68 Hp),Diesel,5.5,1.398,68,150,14.7,168,3835,1652,1428,975
Peugeot,1.4i (75 Hp),Petrol (Gasoline),8.9,1.361,75,111,13.8,170,3835,1652,1428,950
Peugeot,1.6 16V (109 Hp),Petrol (Gasoline),9.2,1.587,109,147,10.5,198,3835,1652,1426,1088
Peugeot,1.4 HDi (68 Hp),Diesel,5.4,1.398,68,160,14.7,168,3822,1652,1425,986
Peugeot,1.6i (88 Hp),Petrol (Gasoline),9.4,1.587,88,135,12.5,185,3835,1652,1432,1025
Peugeot,1.9 D (71 Hp),Diesel,7.8,1.868,71,125,15.1,165,3835,1652,1428,1040
Peugeot,2.0 HDI (90 Hp),Diesel,6.6,1.997,90,205,11.5,180,3835,1652,1432,1070
Peugeot,2.0 S16 (135 Hp),Petrol (Gasoline),10.9,1.997,135,190,8.9,210,3835,1673,1430,1050
Peugeot,1.6i (109 Hp),Petrol (Gasoline),9.5,1.587,109,147,11.2,185,3835,1673,1374,1215
Peugeot,1.6 HDI (109 Hp),Diesel,6.1,1.56,109,260,10.5,186,3835,1673,1374,1210
Peugeot,2.0 S16 (135 Hp),Petrol (Gasoline),11.2,1.997,135,190,8.9,204,3835,1673,1373,1227
Peugeot,1.4i (75 Hp),Petrol (Gasoline),8.5,1.36,75,90,14.7,172,4028,1652,1460,999
Peugeot,1.1i (60 Hp),Petrol (Gasoline),8.7,1.124,60,91,17.8,160,4028,1652,1460,990
Peugeot,1.4 HDi (68 Hp),Diesel,5.6,1.398,68,150,14.7,165,4028,1652,1460,1073
Peugeot,1.4i 16V (90 Hp),Petrol (Gasoline),8.5,1.36,90,98,12.7,179,4028,1652,1460,1005
Peugeot,1.6 HDI (109 Hp),Diesel,6.0,1.56,109,260,11.1,190,4028,1673,1460,1120
Peugeot,1.6i 16V (110 Hp),Petrol (Gasoline),8.7,1.587,110,110,11.8,193,4028,1673,1460,1073
Peugeot,2.0 GTi (136 Hp),Petrol (Gasoline),11.0,1.997,136,190,9.9,208,4028,1673,1430,1120
Peugeot,2.0 HDi (90 Hp),Diesel,6.8,1.997,90,205,12.8,182,4028,1652,1460,1116
Peugeot,1.4 (75 Hp),Petrol (Gasoline),8.7,1.361,75,120,14.6,167,4202,1730,1510,1142
Peugeot,1.4 HDi (68 Hp),Diesel,5.5,1.398,68,160,16.5,160,4202,1730,1512,1179
Peugeot,1.4 i 16V (88 Hp),Petrol (Gasoline),8.7,1.361,88,133,12.8,172,4202,1730,1512,1153
