Brand,Model,Fuel Type,Fuel Consumption,Engine volume (L),Power (PS),Torque (N*m),0-100 km/h (s),Max speed (km/h),Length (mm),Width (mm),Height (mm),Weight (kg)
Peugeot,1.6 (109 Hp),Petrol (Gasoline),9.5,1.587,109,147,11.0,190,4202,1730,1510,1176
Peugeot,1.6 HDi (109 Hp),Diesel,6.1,1.56,109,245,11.2,188,4202,1730,1512,1255
Peugeot,1.6 HDi (90 Hp),Diesel,6.1,1.56,90,215,12.5,179,4212,1746,1510,1243
Peugeot,2.0 (136 Hp),Petrol (Gasoline),10.9,1.997,136,190,9.2,205,4202,1730,1510,1202
Peugeot,2.0 HDi (107 Hp),Diesel,7.0,1.997,107,250,10.9,188,4202,1730,1512,1279
Peugeot,2.0 HDI (136 Hp),Diesel,7.1,1.997,136,320,9.8,202,4202,1730,1512,1335
Peugeot,2.0 HDI (90 Hp),Diesel,6.9,1.997,90,205,12.8,179,4202,1730,1512,1243
Peugeot,1.6 16V (109 Hp),Petrol (Gasoline),9.9,1.587,109,147,11.9,182,4419,1757,1539.0,1324
Peugeot,1.6 HDI (109 Hp),Diesel,6.2,1.56,109,260,12.0,183,4419,1757,1544,1402
Peugeot,1.6 HDi (90 Hp),Diesel,6.3,1.56,90,215,13.3,174,4428,1762,1570.0,1394
Peugeot,2.0 16V (136 Hp),Petrol (Gasoline),11.5,1.997,136,190,10.5,200,4419,1757,1539.0,1355
Peugeot,2.0 HDi (107 Hp),Diesel,7.2,1.997,107,250,12.7,183,4419,1757,1539.0,1421
Peugeot,2.0 HDi (90 Hp),Diesel,7.1,1.997,90,205,13.7,174,4419,1757,1539.0,1390
Peugeot,2.0 i 16V (136 Hp),Petrol (Gasoline),11.5,1.997,136,190,10.9,207,4349,1759,1417,1457
Peugeot,2.0 i 16V RC (177 Hp),Petrol (Gasoline),12.4,1.997,177,202,9.4,205,4349,1759,1417,1490
Peugeot,2.0 16V (135 Hp),Petrol (Gasoline),11.6,1.997,135,190,10.4,208,4615,1780,1352,1385
Peugeot,2.2 16V (158 Hp),Petrol (Gasoline),12.8,2.231,158,217,9.9,218,4620,1780,1350,1420
Peugeot,2.2 HDi (133 Hp),Diesel,8.8,2.179,133,314,10.9,208,4620,1780,1350,1410
Peugeot,3.0 V6 (207 Hp),Petrol (Gasoline),14.1,2.946,207,285,7.8,240,4615,1780,1352,1505
Peugeot,3.0 V6 24V (190 Hp),Petrol (Gasoline),15.9,2.946,190,267,7.9,235,4620,1780,1350,1458
Peugeot,1.8 i 16V (116 Hp),Petrol (Gasoline),10.6,1.749,116,160,11.3,197,4600,1765,1415,1315
Peugeot,2.0 (132 Hp),Petrol (Gasoline),12.9,1.998,132,180,11.0,203,4600,1765,1396,1315
Peugeot,2.0 16V (136 Hp),Petrol (Gasoline),11.5,1.997,136,190,10.0,208,4600,1765,1415,1350
Peugeot,2.0 HDI (90 Hp),Diesel,7.4,1.997,90,205,14.5,180,4600,1765,1396,1330
Peugeot,2.0 HPi (140 Hp),Petrol (Gasoline),10.3,1.997,140,192,10.6,210,4600,1765,1400,1340
Peugeot,2.2 16V (158 Hp),Petrol (Gasoline),12.8,2.231,158,217,10.0,218,4600,1765,1400,1370
Peugeot,2.2 HDi (133 Hp),Diesel,8.8,2.179,133,314,11.0,205,4600,1765,1400,1410
Peugeot,3.0 V6 (207 Hp),Petrol (Gasoline),13.7,2.946,207,285,8.1,240,4600,1765,1404,1455
Peugeot,1.8 16V (110 Hp),Petrol (Gasoline),12.2,1.761,110,155,12.6,185,4725,1765,1500,1310
Peugeot,1.8 i 16V (116 Hp),Petrol (Gasoline),10.8,1.749,116,163,12.4,193,4736,1765,1502,1365
Peugeot,2.0 16V (136 Hp),Petrol (Gasoline),11.5,1.997,136,190,10.9,203,4736,1760,1502,1420
Peugeot,2.0 HDI (109 Hp),Diesel,7.5,1.997,109,250,12.8,185,4736,1760,1502,1460
Peugeot,2.0 HDI (90 Hp),Diesel,7.5,1.997,90,205,12.8,175,4736,1760,1460,1460
Peugeot,2.0 HPi (140 Hp),Petrol (Gasoline),10.4,1.997,140,192,10.8,203,4735,1765,1500,1400
Peugeot,2.0 Turbo (147 Hp),Petrol (Gasoline),14.2,1.998,147,235,10.6,205,4725,1765,1500,1460
Peugeot,2.2 16V (158 Hp),Petrol (Gasoline),12.8,2.231,158,217,10.2,213,4735,1765,1500,1500
Peugeot,2.2 HDi (133 Hp),Diesel,8.8,2.179,133,314,11.3,201,4735,1765,1500,1460
Peugeot,3.0 24V (190 Hp),Petrol (Gasoline),16.1,2.946,190,267,8.5,227,4725,1765,1500,1540
Peugeot,3.0 V6 (207 Hp),Petrol (Gasoline),13.9,2.946,207,285,8.5,234,4736,1760,1500,1505
Peugeot,2.0 (121 Hp),Petrol (Gasoline),12.8,1.998,121,176,12.1,199,4765,1799,1417,1325
Peugeot,2.0 Turbo (141 Hp),Petrol (Gasoline),12.7,1.998,141,225,10.0,210,4765,1799,1417,1430
Peugeot,2.1 D (82 Hp),Diesel,8.0,2.138,82,145,17.6,176,4765,1799,1417,1430
Peugeot,2.1 TD 12V (110 Hp),Diesel,9.6,2.088,110,250,11.0,205,4765,1799,1418,1470
Peugeot,2.5 Turbo Diesel (129 Hp),Diesel,10.9,2.446,129,285,12.1,201,4765,1799,1415,1570
Peugeot,3.0 (167 Hp),Petrol (Gasoline),15.0,2.963,167,235,9.7,222,4765,1799,1415,1530
Peugeot,1.4 i (75 Hp),Petrol (Gasoline),8.4,1.36,75,90,15.6,167,4030,1720,1472,1138
Peugeot,1.4 i 16V (90 Hp),Petrol (Gasoline),8.5,1.36,90,98,12.7,180,4030,1720,1472,1148
Peugeot,1.6 HDi (90 Hp),Diesel,6.0,1.56,90,215,11.5,182,4030,1720,1472,1310.0
Peugeot,1.6 i 16V (110 Hp),Petrol (Gasoline),9.3,1.587,110,147,10.6,194,4030,1720,1472,1213
Peugeot,1.6 i 16V (120 Hp),Petrol (Gasoline),8.4,1.598,120,160,9.6,200,4030,1720,1472,1275
Peugeot,1.6 i 16V (120 Hp) Automatic,Petrol (Gasoline),9.8,1.598,120,160,11.4,195,4030,1720,1472,1312
Peugeot,1.6 HDi (109 Hp),Diesel,6.6,1.56,109,240,10.9,193,4037,1748,1397,1413
Peugeot,1.6 VTi (120 Hp),Petrol (Gasoline),8.8,1.598,120,160,10.7,200,4037,1748,1397,1352
Peugeot,1.6 THP (150 Hp),Petrol (Gasoline),9.6,1.598,150,240,8.6,210,4037,1748,1397,1418
Peugeot,2.0 HDi (140 Hp) FAP,Diesel,7.8,1.997,140,320,10.8,208,4440,1817,1427,1674
Peugeot,1.4 16V VTi (95 Hp) 3d,Petrol (Gasoline),9.0,1.397,95,136,12.7,182,4276,1815,1498,1337
Peugeot,1.4 16V VTi (95 Hp) 5d,Petrol (Gasoline),9.0,1.397,95,136,12.7,182,4276,1815,1498,1346
Peugeot,1.6 16V THP (150 Hp) 3d,Petrol (Gasoline),9.8,1.598,150,240,8.8,213,4276,1815,1498,1389
Peugeot,1.6 16V THP (150 Hp) 5d,Petrol (Gasoline),9.8,1.598,150,240,8.8,213,4276,1815,1498,1402
Peugeot,1.6 16V THP (150 Hp) Automatic 3d,Petrol (Gasoline),11.4,1.598,150,240,10.2,202,4276,1815,1498,1418
Peugeot,1.6 16V THP (150 Hp) Automatic 5d,Petrol (Gasoline),11.4,1.598,150,240,10.2,202,4276,1815,1498,1430
Peugeot,1.6 16V VTi (120 Hp) 3d,Petrol (Gasoline),9.3,1.598,120,160,10.8,197,4276,1815,1498,1352
Peugeot,1.6 16V VTi (120 Hp) 5d,Petrol (Gasoline),9.3,1.598,120,160,10.8,210,4276,1815,1498,1362
Peugeot,1.6 16V VTi (120 Hp) Automatic 3d,Petrol (Gasoline),10.3,1.598,120,160,13.0,188,4276,1815,1498,1377
Peugeot,1.6 16V VTi (120 Hp) Automatic 5d,Petrol (Gasoline),10.3,1.598,120,160,13.0,188,4276,1815,1498,1387
Peugeot,1.6 HDi (109 Hp) FAP 3d,Diesel,6.0,1.56,109,260,11.3,191,4276,1815,1498,1387
Peugeot,1.6 HDi (109 Hp) FAP,Diesel,6.0,1.56,109,260,11.3,191,4276,1815,1498,1322
Peugeot,1.6 HDi (90 Hp) FAP 3d,Diesel,6.0,1.56,90,215,13.0,180,4276,1815,1498,1387
Peugeot,1.6 HDi (90 Hp) FAP 5d,Diesel,6.0,1.56,90,215,13.0,180,4276,1815,1498,1397
Peugeot,2.0 HDi (136 Hp) FAP 3d,Diesel,7.2,1.997,136,320,10.1,206,4276,1815,1498,1483
Peugeot,2.0 HDi (136 Hp) FAP 5d,Diesel,7.2,1.997,136,320,10.1,206,4276,1815,1498,1496
Peugeot,2.0 HDi (136 Hp) FAP Automatic 3d,Diesel,9.4,1.997,136,320,10.6,200,4276,1815,1498,1509
Peugeot,2.0 HDi (136 Hp) FAP Automatic 5d,Diesel,9.4,1.997,136,320,10.6,200,4276,1815,1498,1522
Peugeot,1.6 HDi (109 Hp),Diesel,7.2,1.56,109,260,13.4,189,4763,1811,1486,1495
Peugeot,1.8 i 16V (116 Hp),Petrol (Gasoline),11.4,1.749,116,163,13.5,197,4763,1811,1486,1455
Peugeot,2.0 HDi (136 Hp),Diesel,11.5,1.997,136,320,9.8,205,4763,1811,1486,1648
Peugeot,2.0i 16V (136 Hp),Petrol (Gasoline),11.5,1.997,136,190,10.8,208,4763,1811,1486,1470
Peugeot,2.2i 16V (160 Hp),Petrol (Gasoline),12.9,2.23,160,217,10.4,216,4763,1811,1486,1571
Peugeot,3.0 i V6 24V (211 Hp),Petrol (Gasoline),14.6,2.946,211,290,9.6,229,4763,1811,1486,1640
Peugeot,2.2 i 16V (160 Hp),Petrol (Gasoline),10.9,2.23,160,217,9.2,222,4815,1868,1399,1600
Peugeot,2.7 V6 24V HDi (205 Hp),Diesel,9.9,2.72,205,330,8.5,230,4815,1868,1399,1712
Peugeot,3.0i V6 24V (211 Hp),Petrol (Gasoline),15.7,2.946,211,290,8.4,243,4815,1868,1399,1687
Peugeot,1.6 HDi (109 Hp),Diesel,7.1,1.56,109,260,13.1,192,4675,1811,1447,1440
Peugeot,1.8 i 16V (116 Hp),Petrol (Gasoline),11.3,1.749,116,163,12.9,200,4675,1811,1447,1400
Peugeot,2.0i 16V (136 Hp),Petrol (Gasoline),11.4,1.997,136,190,10.3,212,4675,1811,1447,1415
Peugeot,2.2i 16V (160 Hp),Petrol (Gasoline),12.9,2.23,160,217,10.1,220,4675,1811,1447,1516
Peugeot,3.0 i V6 24V (211 Hp),Petrol (Gasoline),14.5,2.946,211,290,9.2,235,4675,1811,1447,1585
Peugeot,2.2 16V (158 Hp),Petrol (Gasoline),12.5,2.231,158,217,9.6,220,4877,1800,1437,1530
Peugeot,2.2 HDI (133 Hp),Diesel,9.3,2.179,133,314,10.6,205,4877,1800,1437,1610
Peugeot,3.0 V6 24V (207 Hp),Petrol (Gasoline),13.9,2.946,207,285,8.1,240,4877,1800,1437,1635
Peugeot,1.0 i (50 Hp),Petrol (Gasoline),8.3,0.954,50,74,19.4,150,3678,1594,1376,795
Peugeot,1.1 i (60 Hp),Petrol (Gasoline),8.4,1.124,60,91,15.4,165,3678,1594,1376,815
Peugeot,1.4i (75 Hp),Petrol (Gasoline),9.4,1.361,75,111,13.2,178,3678,1594,1376,815
Peugeot,1.5 D (57 Hp),Diesel,6.9,1.527,57,95,18.5,158,3678,1594,1376,875
Peugeot,1.6 i (101 Hp),Petrol (Gasoline),11.7,1.587,101,132,9.6,195,3680,1590,1380,900
Peugeot,1.6 i (88 Hp),Petrol (Gasoline),9.9,1.587,88,135,12.2,185,3680,1590,1380,895
Peugeot,1.6 S16 (118 Hp),Petrol (Gasoline),11.4,1.587,118,145,8.7,205,3678,1610,1357,950
Peugeot,1.6 VTI (120 Hp),Petrol (Gasoline),9.8,1.598,120,160,11.8,185,4365,1837,1639,1474
Peugeot,2.0 HDi FAP (150 Hp),Diesel,7.1,1.997,150,340,9.7,195,4365,1837,1639,1604
Peugeot,1.1 (60 Hp),Petrol (Gasoline),6.5,1.124,60,88,15.4,152,4050,1630,1380,835
Peugeot,1.4 (67 Hp),Petrol (Gasoline),7.4,1.36,67,109,13.1,166,4050,1630,1380,850
Peugeot,1.4 i (75 Hp),Petrol (Gasoline),7.4,1.361,75,111,11.1,170,4050,1630,1380,850
Peugeot,1.6 (92 Hp),Petrol (Gasoline),8.8,1.58,92,128,10.5,180,4050,1630,1380,870
Peugeot,1.6i (88 Hp),Petrol (Gasoline),8.8,1.58,88,130,10.5,175,4050,1630,1380,890
Peugeot,1.8 D (78 Hp),Diesel,7.2,1.769,78,157,13.0,175,4050,1630,1380,990
Peugeot,1.9 (109 Hp),Petrol (Gasoline),9.3,1.905,109,160,9.8,192,4050,1630,1380,910
Peugeot,1.9 Diesel (64 Hp),Diesel,7.0,1.905,64,118,15.3,160,4050,1630,1380,930
Peugeot,1.9 GTI (120 Hp),Petrol (Gasoline),10.0,1.905,120,161,8.0,206,4050,1630,1380,930
Peugeot,1.9 GTI (122 Hp),Petrol (Gasoline),10.0,1.905,122,161,8.0,206,4050,1630,1380,930
Peugeot,1.9 GTI 16V (147 Hp),Petrol (Gasoline),11.8,1.905,147,166,8.0,215,4050,1630,1380,1000
Peugeot,1.9 GTI 16V (158 Hp),Petrol (Gasoline),11.8,1.905,158,177,7.8,220,4050,1630,1380,975
Peugeot,1.1 (54 Hp),Petrol (Gasoline),7.4,1.118,54,86,17.3,150,4051,1628,1380,840
Peugeot,1.3 (64 Hp),Petrol (Gasoline),8.3,1.294,64,103,14.8,159,4051,1628,1380,850
Peugeot,1.4 (67 Hp),Petrol (Gasoline),7.4,1.36,67,109,13.1,166,4050,1630,1380,850
Peugeot,1.4 i (75 Hp),Petrol (Gasoline),7.4,1.361,75,111,11.1,170,4050,1630,1380,850
Peugeot,1.4 i (75 Hp),Petrol (Gasoline),7.4,1.361,75,111,11.1,170,4050,1630,1380,850
Peugeot,1.6 (105 Hp),Petrol (Gasoline),9.2,1.58,105,129,11.1,186,4051,1628,1380,910
Peugeot,1.6 (80 Hp) Automatic,Petrol (Gasoline),8.5,1.58,80,132,16.0,165,4051,1628,1380,901
Peugeot,1.6 (75 Hp),Petrol (Gasoline),10.4,1.58,75,125,13.4,167,4051,1628,1380,880
Peugeot,1.9 D (64 Hp),Diesel,8.3,1.905,64,120,14.8,165,4051,1628,1380,945
Peugeot,1.9 GTI (130 Hp),Petrol (Gasoline),10.0,1.905,130,161,8.0,206,4051,1628,1380,909
Peugeot,1.8 (99 Hp),Petrol (Gasoline),13.2,1.762,99,147,16.2,165,4454,1834,1714,1445
Peugeot,1.9 TD (92 Hp),Diesel,8.9,1.905,92,196,17.2,160,4454,1834,1714,1565
Peugeot,2.0 (121 Hp),Petrol (Gasoline),14.1,1.998,121,176,14.6,177,4454,1834,1714,1585
Peugeot,2.2 TD (156 Hp),Diesel,9.5,2.179,156,380,9.9,200,4636,1805,1715,1790
Peugeot,2.4 l 16V (170 Hp),Petrol (Gasoline),12.6,2.378,170,232,9.6,191,4636,1805,1715,1790
Peugeot,1.8 (84 Hp),Petrol (Gasoline),11.3,1.796,84,144,14.5,165,4580,1735,1440,1215
Peugeot,2.0 (98 Hp),Petrol (Gasoline),12.9,1.971,98,181,12.8,168,4580,1735,1440,1300
Peugeot,2.2 i (114 Hp),Petrol (Gasoline),12.9,2.165,114,174,12.8,178,4580,1735,1440,1340
Peugeot,2.5 Diesel (75 Hp),Diesel,9.3,2.498,75,147,18.0,152,4580,1735,1440,1280
Peugeot,2.0 (98 Hp),Petrol (Gasoline),9.3,1.971,98,181,12.8,168,4900,1730,1540,1300
Peugeot,2.2 (114 Hp),Petrol (Gasoline),12.9,2.165,114,174,12.8,178,4900,1730,1540,1340
Peugeot,2.5 Diesel (75 Hp),Diesel,9.3,2.498,75,147,19.5,146,4900,1730,1540,1375
Peugeot,2.0 16V (136 Hp),Petrol (Gasoline),12.3,1.997,136,190,12.2,185,4730,1850,1750,1610
Peugeot,2.0 HDi (107 Hp),Diesel,9.4,1.997,107,250,14.6,174,4730,1850,1750,1710
Peugeot,2.2 16V (158 Hp),Petrol (Gasoline),12.9,2.231,158,217,11.6,196,4730,1850,1750,1650
Peugeot,2.2 HDi (128 Hp),Diesel,10.1,2.179,128,314,13.6,182,4730,1850,1750,1650
Peugeot,3.0 V6 24V (204 Hp),Petrol (Gasoline),15.8,2.946,204,285,11.0,205,4730,1850,1750,1760
Peugeot,1.6 (88 Hp),Petrol (Gasoline),9.9,1.58,88,132,13.6,176,4408,1714,1406,1090
Peugeot,2.0 MI-16 (150 Hp),Petrol (Gasoline),12.0,1.998,150,189,9.8,215,4408,1714,1406,1180
Peugeot,1.4 (75 Hp),Petrol (Gasoline),8.3,1.36,75,113,15.1,169,4408,1714,1406,1020
Peugeot,1.6 (90 Hp),Petrol (Gasoline),9.5,1.58,90,132,12.4,175,4408,1714,1406,1026
Peugeot,1.8 Turbo Diesel (90 Hp),Diesel,7.5,1.768,90,181,12.2,180,4408,1714,1406,1083
Peugeot,1.9 (109 Hp),Petrol (Gasoline),9.9,1.905,109,162,10.4,190,4408,1714,1406,1026
Peugeot,1.9 (120 Hp),Petrol (Gasoline),10.6,1.905,120,153,12.5,192,4408,1714,1406,1045
Peugeot,1.9 (109 Hp) 4x4,Petrol (Gasoline),10.9,1.905,109,162,10.6,187,4408,1714,1406,1170
Peugeot,1.9 Diesel (69 Hp),Diesel,7.0,1.905,69,120,16.0,165,4408,1714,1406,1045
Peugeot,1.9 Injection (105 Hp) Automatic,Petrol (Gasoline),11.3,1.905,105,144,14.4,180,4408,1714,1406,1045
Peugeot,1.9 Sport MI-16 (147 Hp),Petrol (Gasoline),12.0,1.905,147,170,8.6,214,4408,1714,1406,1085
Peugeot,1.9 Sport MI-16 (158 Hp),Petrol (Gasoline),11.3,1.905,158,181,8.6,220,4408,1714,1406,1085
Peugeot,1.9 SPort MI-16 (147 Hp) 4x4,Petrol (Gasoline),12.4,1.905,147,170,9.8,205,4408,1714,1406,1243
Peugeot,1.6 (110 Hp),Petrol (Gasoline),10.8,1.587,110,147,13.5,170,4380,1810,1803,1472
Peugeot,1.6 (90 Hp),Petrol (Gasoline),10.8,1.587,90,132,16.7,159,4380,1810,1803,1397
Peugeot,1.6 HDi (110 Hp),Diesel,6.8,1.56,110,240,12.5,173,4380,1810,1803,1429
Peugeot,1.6 HDi (75 Hp),Diesel,7.0,1.56,75,185,17.1,150,4380,1810,1803,1407
Peugeot,1.6 HDi (90 Hp),Diesel,7.0,1.56,90,215,14.3,160,4380,1810,1803,1407
Peugeot,1.4 (75 Hp),Petrol (Gasoline),9.7,1.361,75,120,17.5,150,4140,1720,1810,1190
Peugeot,1.6 (109 Hp),Petrol (Gasoline),9.5,1.587,109,147,13.1,170,4140,1720,1810,1250
Peugeot,1.6 HDi (75 Hp),Diesel,6.7,1.56,75,185,17.8,150,4140,1720,1810,1269
Peugeot,1.6 HDi (90 Hp),Diesel,6.7,1.56,90,215,12.5,160,4140,1720,1810,1407
Peugeot,1.9 D (69 Hp),Diesel,8.8,1.868,69,125,20.4,142,4140,1720,1810,1265
Peugeot,2.0 HDi (90 Hp),Diesel,7.3,1.997,90,205,15.6,160,4140,1720,1810,1310
Peugeot,1.1 CJ (60 Hp),Petrol (Gasoline),8.4,1.124,60,89,14.6,160,3705,1572,1375,846
Peugeot,1.4 CJ (84 Hp),Petrol (Gasoline),8.6,1.36,84,116,11.4,174,3705,1572,1375,885
Peugeot,1.4 CJ (69 Hp),Petrol (Gasoline),7.2,1.36,69,111,12.7,162,3705,1572,1375,885
Peugeot,1.4 CJ (75 Hp),Petrol (Gasoline),7.7,1.36,75,116,12.0,168,3705,1572,1375,905
Citroen,2.0 HDi (128 Hp) L1,Diesel,7.6,1.997,128,320,13.4,170,4805,1895,1880,1938
Peugeot,1.4 CT (79 Hp),Petrol (Gasoline),9.2,1.36,79,110,12.4,166,3705,1590,1375,885
Citroen,2.0 HDi (163 Hp),Diesel,7.6,1.997,163,340,11.0,170,4805,1895,1880,1915
Peugeot,1.6 CTI (113 Hp),Petrol (Gasoline),9.2,1.58,113,134,9.7,190,3705,1589,1375,935
Peugeot,1.9 CTI (102 Hp),Petrol (Gasoline),10.7,1.905,102,145,10.6,185,3705,1589,1375,930
Peugeot,1.0 (45 Hp),Petrol (Gasoline),6.8,0.954,45,73,18.8,143,3705,1560,1375,760
Peugeot,1.0 i (50 Hp),Petrol (Gasoline),7.0,0.954,50,74,17.9,148,3705,1560,1375,760
Peugeot,1.1 (54 Hp),Petrol (Gasoline),6.7,1.124,54,88,14.6,157,3705,1560,1375,765
Peugeot,1.1 i (60 Hp),Petrol (Gasoline),7.1,1.124,60,91,13.9,164,3705,1560,1375,765
Peugeot,1.3 Rallye (101 Hp),Petrol (Gasoline),9.6,1.294,101,118,9.6,190,3705,1560,1375,790
Peugeot,1.4 i (75 Hp),Petrol (Gasoline),8.4,1.361,75,111,10.6,170,3705,1560,1375,820
Peugeot,1.6 GTI (113 Hp),Petrol (Gasoline),9.2,1.58,113,131,9.1,196,3705,1570,1355,850
Peugeot,1.6 i (89 Hp),Petrol (Gasoline),9.6,1.58,89,128,13.6,167,3705,1560,1375,880
Peugeot,1.8 D (59 Hp),Diesel,5.4,1.769,59,110,15.1,156,3705,1560,1375,880
Peugeot,1.8 D (78 Hp),Diesel,6.6,1.769,78,157,12.2,175,3705,1560,1375,925
Peugeot,1.9 Diesel (64 Hp),Diesel,5.9,1.905,64,118,14.2,162,3705,1560,1375,880
Peugeot,1.9 GTI (102 Hp) CAT,Petrol (Gasoline),9.9,1.905,102,142,9.5,190,3705,1560,1375,880
Peugeot,1.9 GTI (120 Hp),Petrol (Gasoline),9.9,1.905,120,161,8.5,202,3705,1560,1375,880
Peugeot,1.9 GTI (130 Hp),Petrol (Gasoline),9.7,1.905,130,175,7.8,206,3705,1572,1373,880
Peugeot,1.0 (45 Hp),Petrol (Gasoline),6.8,0.954,45,68,18.8,134,3705,1572,1373,740
Peugeot,1.1 (49 Hp),Petrol (Gasoline),5.8,1.124,49,85,17.0,142,3705,1572,1373,740
Peugeot,1.4 (60 Hp),Petrol (Gasoline),6.9,1.36,60,107,14.8,155,3705,1572,1373,785
Peugeot,1.4 (80 Hp),Petrol (Gasoline),9.2,1.36,80,110,11.6,170,3705,1572,1373,810
Peugeot,1.6 (80 Hp) Automatic,Petrol (Gasoline),8.5,1.58,80,130,13.6,166,3705,1572,1373,832
Peugeot,1.6 GTI (105 Hp),Petrol (Gasoline),8.7,1.58,105,134,9.5,190,3705,1572,1373,850
Peugeot,1.7 Diesel (60 Hp),Diesel,5.4,1.768,60,108,15.1,155,3705,1572,1373,860
Peugeot,1.9 GTI (130 Hp),Petrol (Gasoline),9.7,1.905,130,161,7.8,208,3705,1572,1373,855
Peugeot,1.8i (101 Hp) Automatic,Petrol (Gasoline),13.0,1.762,101,153,15.9,175,4179,1680,1356,1220
Peugeot,1.8i 16V (110 Hp),Petrol (Gasoline),11.8,1.762,110,155,12.5,189,4179,1680,1356,1250
Peugeot,2.0i 16V (133 Hp),Petrol (Gasoline),12.9,1.998,133,180,11.1,196,4179,1680,1356,1270
Peugeot,1.4 SL (75 Hp),Petrol (Gasoline),9.7,1.361,75,111,14.9,170,4232,1689,1386,1040
Peugeot,1.6 SR (89 Hp),Petrol (Gasoline),10.4,1.587,89,135,12.9,178,4232,1689,1386,1080
Peugeot,1.8i 16V (110 Hp),Petrol (Gasoline),11.6,1.761,110,155,12.2,192,4267,1689,1386,1100
Peugeot,1.9d (69 Hp),Diesel,8.3,1.868,69,125,17.3,161,4267,1689,1386,1100
Peugeot,1.6i (98 Hp),Petrol (Gasoline),9.1,1.587,98,138,10.6,188,4267,1689,1386,1100
Peugeot,2.0i 16V (133 Hp) Automatic,Petrol (Gasoline),13.7,1.998,133,180,11.5,202,4267,1689,1386,1206
Peugeot,2.0 HDI (90 Hp),Diesel,7.0,1.997,90,205,13.0,180,4267,1689,1386,1165
Peugeot,1.4i (75 Hp),Petrol (Gasoline),9.7,1.361,75,111,15.3,172,4338,1680,1415,1065
Peugeot,1.6i (89 Hp),Petrol (Gasoline),10.4,1.587,89,135,14.1,180,4338,1680,1415,1120
Peugeot,1.8i (101 Hp),Petrol (Gasoline),12.9,1.762,101,153,15.7,176,4338,1680,1415,1185
Peugeot,1.8i (110 Hp),Petrol (Gasoline),12.0,1.761,110,155,12.0,191,4338,1680,1415,1200
Peugeot,1.9d (68 Hp),Diesel,8.3,1.905,68,120,19.2,162,4338,1680,1415,1140
Peugeot,1.9d (69 Hp),Diesel,8.3,1.868,69,125,17.9,162,4338,1680,1415,1140
Peugeot,1.9 TDi (90 Hp),Diesel,7.8,1.905,90,195,14.1,179,4338,1680,1415,1200
Peugeot,2.0i (132 Hp),Petrol (Gasoline),12.8,1.998,132,180,10.7,201,4338,1680,1415,1205
Peugeot,2.0 HDi (90 Hp),Diesel,6.9,1.997,90,205,13.2,181,4338,1680,1415,1200
Peugeot,1.4 (75 Hp),Petrol (Gasoline),7.9,1.361,75,111,14.9,173,3995,1692,1380,1020
Peugeot,1.6 (89 Hp),Petrol (Gasoline),10.4,1.587,89,135,12.9,180,3995,1692,1380,1060
Peugeot,1.8 (110 Hp) 3d,Petrol (Gasoline),12.0,1.761,110,155,11.2,192,4030,1690,1350,1085
Peugeot,1.9 D (69 Hp),Diesel,8.3,1.868,69,125,19.9,161,4030,1680,1368,1080
Peugeot,2.0i 16V (133 Hp),Petrol (Gasoline),12.8,1.998,133,180,10.4,201,4030,1689,1380,1160
Peugeot,2.0 HDi (90 Hp),Diesel,8.0,1.997,90,205,11.0,195,4030,1690,1350,1135
Peugeot,2.0 S16 (163 Hp),Petrol (Gasoline),12.0,1.998,163,193,8.5,220,3995,1695,1365,1160
Peugeot,2.0 XSi (121 Hp),Petrol (Gasoline),11.0,1.998,121,176,10.4,197,3995,1692,1367,1140
Plymouth,2.0i (137 Hp),Petrol (Gasoline),13.0,1.997,137,169,8.7,195,4330,1690,1310,1215
TVR,4.4 (323 Hp),Petrol (Gasoline),16.0,4.441,323,421,4.7,250,4015,1730,1205,1130
TVR,2.9 (170 Hp),Petrol (Gasoline),13.0,2.933,170,234,6.9,226,3958,1665,1223,1060
TVR,4.0 (240 Hp),Petrol (Gasoline),17.0,3.95,240,366,5.2,235,3958,1665,1223,1060
TVR,4.5 i V8 (426 Hp),Petrol (Gasoline),20.0,4.475,426,515,3.9,257,4280,1860,1220,1100
TVR,3.9 (272 Hp),Petrol (Gasoline),16.0,3.947,272,366,6.5,220,4015,1730,1205,1120
TVR,4.0 (240 Hp),Petrol (Gasoline),17.0,3.95,240,374,5.2,240,3965,1730,1223,1060
TVR,4.3 (280 Hp),Petrol (Gasoline),18.0,4.275,280,398,4.4,253,3965,1730,1223,1060
TVR,Speed Eight 3.9i V8 (243 Hp),Petrol (Gasoline),16.0,3.947,243,366,7.0,230,4100,1760,1210,1120
TVR,4.0 i 24V S (396 Hp),Petrol (Gasoline),20.0,3.996,396,420,3.9,314,4235,1810,1200,1100
TVR,4.0 i 24V Speed Six (364 Hp),Petrol (Gasoline),18.0,3.996,364,434,4.5,260,4160,1900,1200,1080
TVR,4.0 (240 Hp),Petrol (Gasoline),17.0,3.95,240,366,4.7,243,3965,1800,1200,1000
TVR,4.3 (280 Hp),Petrol (Gasoline),17.0,4.275,280,398,4.4,253,3965,1800,1200,1000
TVR,5.0 (326 Hp),Petrol (Gasoline),19.0,4.997,326,434,4.4,269,3965,1943,1200,1060
Lexus,300 (213 Hp),Petrol (Gasoline),11.2,2.995,213,298,8.1,225,4850,1790,1460,1600
